Title,Link,Date,Content
Parliamentary special committee to discuss misuse of cooperative funds with PM Oli,https://myrepublica.nagariknetwork.com/news/parliamentary-special-committee-to-discuss-misuse-of-cooperative-funds-with-pm-oli/,"Published On: 
                                                    September 14, 2024 03:40 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:35 AM Published On: 
                                            September 14, 2024 03:40 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 14: The parliamentary special committee formed to investigate the misuse of cooperative funds is set to discuss the issue with Prime Minister KP Sharma Oli.
Committee Chairman Surya Thapa told Republica that the committee will discuss the issue with Prime Minister Oli at 5 PM today and seek the government's commitment as well.
He mentioned that after discussing with the Prime Minister today, the report will be finalized. According to him, the investigation and analysis based on the committee's mandate have been completed, and the report is about to be finalized.
 




                                                                                                                                 
parliamentary_special_committee

                                                                                                                                                                         
investigate_misuse_of_cooperative_funds

                                                                                                                                                                         
PM_Oli

                                                                                                                                                                         
discussion KATHMANDU, Sept 14: The parliamentary special committee formed to investigate the misuse of cooperative funds is set to discuss the issue with Prime Minister KP Sharma Oli. Committee Chairman Surya Thapa told Republica that the committee will discuss the issue with Prime Minister Oli at 5 PM today and seek the government's commitment as well. He mentioned that after discussing with the Prime Minister today, the report will be finalized. According to him, the investigation and analysis based on the committee's mandate have been completed, and the report is about to be finalized.  KATHMANDU, July 10: The parliamentary special committee formed to investigate the misappropriation of cooperative funds will hold discussions with the...
Read
                                                                More... KATHMANDU, March 13: Leaders of Nepal, Sri Lanka, the Maldives and Bhutan have welcomed Indian Prime Minister Narendra Modi's proposal...
Read
                                                                More... KATHMANDU, Aug 16: Prime Minister KP Sharma Oli has said that the government was committed for the promotion of the...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Budget to be presented on Monday: CM Shah,https://myrepublica.nagariknetwork.com/news/budget-to-be-presented-on-monday-cm-shah/,"Published On: 
                                                    September 14, 2024 02:25 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:36 AM Published On: 
                                            September 14, 2024 02:25 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal DHANGADI, Sept 14: Sudurpashchim Province Chief Minister Kamal Bahadur Shah has announced that the budget of the province will be presented on Monday September 16.
At a press conference on Saturday, CM Shah stated that the budget will be introduced on Monday.
He mentioned that the budget for the current fiscal year will be prepared with a general review of the budget previously presented by the former government to the provincial assembly on June 15.
“The budget will be brought in accordance with the constitutional and legal procedures,” Shah said, “Since the previous policies and programs have already been passed by the assembly, the budget will be based on those.”
The previous government, led by CM Dirgha Bahadur Sodari of the CPN (Unified Socialist), had presented the budget to the provincial assembly on June 15, but it could not be passed due to changes in the political situation at the center.
 




                                                                                                                                 
Chief_Minister

                                                                                                                                                                         
Kamal_Bahadur_Shah

                                                                                                                                                                         
Sudurpashchim_Province DHANGADI, Sept 14: Sudurpashchim Province Chief Minister Kamal Bahadur Shah has announced that the budget of the province will be presented on Monday September 16. At a press conference on Saturday, CM Shah stated that the budget will be introduced on Monday. He mentioned that the budget for the current fiscal year will be prepared with a general review of the budget previously presented by the former government to the provincial assembly on June 15. “The budget will be brought in accordance with the constitutional and legal procedures,” Shah said, “Since the previous policies and programs have already been passed by the assembly, the budget will be based on those.” The previous government, led by CM Dirgha Bahadur Sodari of the CPN (Unified Socialist), had presented the budget to the provincial assembly on June 15, but it could not be passed due to changes in the political situation at the center.  KATHMANDU, Feb 10: In a sudden twist in the provincial assembly politics, the Parliamentary Party (PP) leader of the Nepali...
Read
                                                                More... KATHMANDU, August 26: While the Mayor of Kathmandu Metropolitan City (KMC), Balendra Shah, is speeding up the work to demolish...
Read
                                                                More... NUWAKOT, Feb 26: Chief Minister of State-3 Government, Dormani Poudel, has expressed concern, saying it appears that the shortage of...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Deputy Speaker Rana denies allegations against her,https://myrepublica.nagariknetwork.com/news/deputy-speaker-rana-denies-allegations-against-her/,"Published On: 
                                                    September 14, 2024 12:40 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:36 AM Published On: 
                                            September 14, 2024 12:40 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 14: Deputy Speaker Indira Rana has clarified the allegations against her regarding a letter allegedly written to the US Embassy requesting a visa interview date for individuals unrelated to her office.
Speaking to journalists after Friday's Constitutional Council meeting, Deputy Speaker Rana said she had discussed the topic of her possible removal with Prime Minister KP Sharma Oli. “I brought up the matter, and the PM said, 'You are a member of the Constitutional Council. Let's not talk about market rumors. Let's leave market rumors to the market,'"" she said.
She further clarified that the letter had neither reached the embassy nor had the individuals in question traveled to the US. “In fact, the letter hasn't even been registered,” she stated.
Rana also emphasized that, as she had done nothing wrong, she had no intention of resigning.
Parliament and the political landscape are currently embroiled in a heated debate over the letter allegedly sent by Deputy Speaker Rana to the US Embassy in February 2023, requesting visa interview dates for individuals not connected to her official duties.
The ruling Nepali Congress (NC) has issued a whip instructing its Members of Parliament (MPs) not to leave the Kathmandu Valley until September 19, while the CPN-UML has called for Rana to resign and make way for a new Deputy Speaker, accusing her of misconduct.




                                                                                                                                 
Deputy_Speaker_Indira_Rana

                                                                                                                                                                         
allegations

                                                                                                                                                                         
deny KATHMANDU, Sept 14: Deputy Speaker Indira Rana has clarified the allegations against her regarding a letter allegedly written to the US Embassy requesting a visa interview date for individuals unrelated to her office. Speaking to journalists after Friday's Constitutional Council meeting, Deputy Speaker Rana said she had discussed the topic of her possible removal with Prime Minister KP Sharma Oli. “I brought up the matter, and the PM said, 'You are a member of the Constitutional Council. Let's not talk about market rumors. Let's leave market rumors to the market,'"" she said. She further clarified that the letter had neither reached the embassy nor had the individuals in question traveled to the US. “In fact, the letter hasn't even been registered,” she stated. Rana also emphasized that, as she had done nothing wrong, she had no intention of resigning. Parliament and the political landscape are currently embroiled in a heated debate over the letter allegedly sent by Deputy Speaker Rana to the US Embassy in February 2023, requesting visa interview dates for individuals not connected to her official duties. The ruling Nepali Congress (NC) has issued a whip instructing its Members of Parliament (MPs) not to leave the Kathmandu Valley until September 19, while the CPN-UML has called for Rana to resign and make way for a new Deputy Speaker, accusing her of misconduct. An attorney for R. Kelly on Friday called a new documentary series about the R&B singer a “for-profit hit piece,”...
Read
                                                                More... Global football body FIFA is still investigating allegations that footballers were among the Russian athletes who were involved in or...
Read
                                                                More... MUMBAI: Actor Saif Ali Khan has rubbished rumors that his actress wife Kareena Kapoor underwent a sex determination test for...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Public Service Broadcasting Bill passed by both houses,https://myrepublica.nagariknetwork.com/news/public-service-broadcasting-bill-passed-by-both-houses/,"Published On: 
                                                    September 14, 2024 11:25 AM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:36 AM Published On: 
                                            September 14, 2024 11:25 AM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 14: The Public Service Broadcasting Bill has been passed with a provision to merge public communication institutions, Radio Nepal and Nepal Television, deviating from the original aim of making public broadcasting autonomous and impartial.
The Public Service Broadcasting Bill, passed by both houses, is set to be sent to the President for authentication on September 15. The bill will come into effect on the 31st day after authentication.
Although stakeholders suggested that Radio Nepal and Nepal Television should be operated under a single umbrella organization and run on public funds using the 'BBC model,' the Education, Health, and Information Technology Committee proceeded with passing the bill disregarding this recommendation.
This bill merges Radio Nepal and Nepal Television but does not provide for autonomy, which suggests that news reporting will remain in the old style. As a result, these entities may not be able to critically address issues of corruption.
The chairperson of the council to be formed for operating public service broadcasting will be the Minister of Communications or the State Minister for Communications. Since this council will have the authority to provide policy and other necessary directives for public service broadcasting, it is likely to lead to clear interference.
Despite opposition lawmakers' objections that public service broadcasting should not become a government mouthpiece, the bill was passed by a majority. Some ruling party lawmakers also shared the opposition's view that taxpayer-funded institutions should be autonomous.
The bill provides for the selection of the chairperson of the executive committee for public service broadcasting to be made by the Public Service Commission. The chairperson will be appointed based on the recommendations of a recommendation committee chaired by the chairman or a designated member of the Public Service Commission. The recommendation committee will include the Secretary of the Ministry of Communications and a person with at least 10 years of experience in the radio or television sector.
One month after the bill is authenticated, a public call for applications will be made for the position of Executive Chairperson. The selection will be based on the submitted action plan and an interview process. The appointed Executive Chairperson will serve a four-year term. According to the bill, the existing positions at Radio Nepal and Nepal Television will be merged.
Additionally, employees will be provided with voluntary retirement benefits. After the merger of the two institutions, the approved positions from both will be restructured.
The bill also provides for the adjustment of equivalent levels and categories, and allows for voluntary retirement to be granted with the approval of the ministry. Additionally, instead of submitting the annual report to the government, it must now be presented to the relevant committee of the federal parliament.




                                                                                                                                 
Public_Service_Broadcasting_Bill

                                                                                                                                                                         
public_communication_institutions

                                                                                                                                                                         
passed KATHMANDU, Sept 14: The Public Service Broadcasting Bill has been passed with a provision to merge public communication institutions, Radio Nepal and Nepal Television, deviating from the original aim of making public broadcasting autonomous and impartial. The Public Service Broadcasting Bill, passed by both houses, is set to be sent to the President for authentication on September 15. The bill will come into effect on the 31st day after authentication. Although stakeholders suggested that Radio Nepal and Nepal Television should be operated under a single umbrella organization and run on public funds using the 'BBC model,' the Education, Health, and Information Technology Committee proceeded with passing the bill disregarding this recommendation. This bill merges Radio Nepal and Nepal Television but does not provide for autonomy, which suggests that news reporting will remain in the old style. As a result, these entities may not be able to critically address issues of corruption. The chairperson of the council to be formed for operating public service broadcasting will be the Minister of Communications or the State Minister for Communications. Since this council will have the authority to provide policy and other necessary directives for public service broadcasting, it is likely to lead to clear interference. Despite opposition lawmakers' objections that public service broadcasting should not become a government mouthpiece, the bill was passed by a majority. Some ruling party lawmakers also shared the opposition's view that taxpayer-funded institutions should be autonomous. The bill provides for the selection of the chairperson of the executive committee for public service broadcasting to be made by the Public Service Commission. The chairperson will be appointed based on the recommendations of a recommendation committee chaired by the chairman or a designated member of the Public Service Commission. The recommendation committee will include the Secretary of the Ministry of Communications and a person with at least 10 years of experience in the radio or television sector. One month after the bill is authenticated, a public call for applications will be made for the position of Executive Chairperson. The selection will be based on the submitted action plan and an interview process. The appointed Executive Chairperson will serve a four-year term. According to the bill, the existing positions at Radio Nepal and Nepal Television will be merged. Additionally, employees will be provided with voluntary retirement benefits. After the merger of the two institutions, the approved positions from both will be restructured. The bill also provides for the adjustment of equivalent levels and categories, and allows for voluntary retirement to be granted with the approval of the ministry. Additionally, instead of submitting the annual report to the government, it must now be presented to the relevant committee of the federal parliament. KATHMANDU, April 10: Both houses of the Federal Parliament are meeting today at 1 PM.     ...
Read
                                                                More... KATHMANDU, June 22: Today's meeting of the National Assembly has passed a proposal tabled to consider the 'Bill Relating to...
Read
                                                                More... KATHMANDU, Dec 10: The United Democratic Madhesi Front (UDMF) has drawn the conclusion that the constitution amendment bill, registered in...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
389 ropani of encroached land retrieved in govt’s name in Pokhara,https://myrepublica.nagariknetwork.com/news/389-ropani-of-encroached-land-retrieved-in-govts-name-in-pokhara/,"Published On: 
                                                    September 13, 2024 07:25 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:36 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Parliamentary probe committee monitors and inspects a dozen cooperatives,https://myrepublica.nagariknetwork.com/news/parliamentary-probe-committee-monitors-and-inspects-a-dozen-cooperatives/,"Published On: 
                                                    September 13, 2024 06:50 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:36 AM Published On: 
                                            September 13, 2024 06:50 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 13: The parliamentary probe committee formed to investigate the misappropriation of cooperative funds monitored and inspected a dozen cooperatives in the Kathmandu Valley, along with three cooperative organizations on Thursday.
On Thursday, the committee monitored and inspected the Department of Co-operatives, the Cooperative Training and Research Center and the Problematic Cooperative Management Committee, as well as a dozen cooperatives.
The committee has monitored and inspected various cooperatives such as Gautam Shree Multipurpose Cooperative in Kuleshwar, Miteri Saving and Credit Cooperative Ltd at Mahalaxmisthan, Lalitpur, Guna Multipurpose Cooperative, Shree Laligurans Multipurpose Cooperative in Pulchowk, Gorkha Saving and Credit Cooperative in Satdobato Chapagaon, Shiva Shikhar Multipurpose Cooperative in Bhaktapur, Nagarik Bikas in Lokanthali, Sumeru Saving and Credit Cooperative in Pulchowk and Kalimati, Swarnalaxmi Saving & Credit Cooperative in Kalimati, Kantipur Saving & Credit Co-operative in Min Bhawan and Nepal Sahakari Bittiya Sanstha.
The House committee’s Chairperson Surya Bahadur Thapa said that during the monitoring and inspection process, they reviewed whether the cooperative institutions were operational, whether they were conducting business, who was coming to the office, and what work was being done and so on. He said that the official representatives of the cooperatives concerned were called and discussions and studies on the financial status of these institutions had already been completed. Thapa said that the committee has conducted the monitoring and inspection of these institutions.
Among the cooperatives monitored and inspected by the committee are Miteri Saving and Credit Cooperative Ltd at Mahalaxmisthan, Sumeru Saving and Credit Cooperative in Pulchowk and Guna Multipurpose Cooperative were found to be operational. The committee said that it conducted the monitoring and inspection of the cooperatives along with the completion of the 59th meeting on Thursday. Members of the committee, staff of the committee and others were involved in the monitoring and inspection of the cooperative sector. The parliamentary committee’s Chairman Thapa said that the monitoring and inspection was carried out as per the provisions of the committee’s procedures.
 




                                                                                                                                 
parliamentary_probe_committee

                                                                                                                                                                         
investigate

                                                                                                                                                                         
misappropriation

                                                                                                                                                                         
cooperative_funds

                                                                                                                                                                         
monitor

                                                                                                                                                                         
inspect KATHMANDU, Sept 13: The parliamentary probe committee formed to investigate the misappropriation of cooperative funds monitored and inspected a dozen cooperatives in the Kathmandu Valley, along with three cooperative organizations on Thursday. On Thursday, the committee monitored and inspected the Department of Co-operatives, the Cooperative Training and Research Center and the Problematic Cooperative Management Committee, as well as a dozen cooperatives. The committee has monitored and inspected various cooperatives such as Gautam Shree Multipurpose Cooperative in Kuleshwar, Miteri Saving and Credit Cooperative Ltd at Mahalaxmisthan, Lalitpur, Guna Multipurpose Cooperative, Shree Laligurans Multipurpose Cooperative in Pulchowk, Gorkha Saving and Credit Cooperative in Satdobato Chapagaon, Shiva Shikhar Multipurpose Cooperative in Bhaktapur, Nagarik Bikas in Lokanthali, Sumeru Saving and Credit Cooperative in Pulchowk and Kalimati, Swarnalaxmi Saving & Credit Cooperative in Kalimati, Kantipur Saving & Credit Co-operative in Min Bhawan and Nepal Sahakari Bittiya Sanstha. The House committee’s Chairperson Surya Bahadur Thapa said that during the monitoring and inspection process, they reviewed whether the cooperative institutions were operational, whether they were conducting business, who was coming to the office, and what work was being done and so on. He said that the official representatives of the cooperatives concerned were called and discussions and studies on the financial status of these institutions had already been completed. Thapa said that the committee has conducted the monitoring and inspection of these institutions. Among the cooperatives monitored and inspected by the committee are Miteri Saving and Credit Cooperative Ltd at Mahalaxmisthan, Sumeru Saving and Credit Cooperative in Pulchowk and Guna Multipurpose Cooperative were found to be operational. The committee said that it conducted the monitoring and inspection of the cooperatives along with the completion of the 59th meeting on Thursday. Members of the committee, staff of the committee and others were involved in the monitoring and inspection of the cooperative sector. The parliamentary committee’s Chairman Thapa said that the monitoring and inspection was carried out as per the provisions of the committee’s procedures.  KATHMANDU, Aug 21: Rabi Lamichhane, the chairman of Rastriya Swatantra Party (RSP), is to give his statement to the parliamentary...
Read
                                                                More... KATHMANDU, March 18: CPN-UML lawmaker Rishikesh Pokharel has said that the government should protect the cooperative movement. For this, he...
Read
                                                                More... KATHMANDU, July 18: After the CCTV footage of the Ministry of Finance on days before the announcement of annual budget...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Sushil Gyewali appointed as CEO of Investment Board Nepal,https://myrepublica.nagariknetwork.com/news/sushil-gyewali-appointed-as-ceo-of-investment-board-nepal/,"Published On: 
                                                    September 13, 2024 01:25 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:36 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
"Led by Physical Infrastructure Minister Rai, NC joins Koshi Province govt",https://myrepublica.nagariknetwork.com/news/led-by-physical-infrastructure-minister-rai-nc-joins-koshi-province-govt/,"Published On: 
                                                    September 13, 2024 12:50 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:36 AM Published On: 
                                            September 13, 2024 12:50 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal BIRATNAGAR, Sept 13: The Nepali Congress (NC) has officially joined the Koshi Province Government with three ministers and one state minister from the party taking the oath of office today.
The NC team, led by Bhupendra Rai, who has been appointed the Minister for Physical Infrastructure Development, includes Bhumi Rajbanshi, who has taken on the role of State Minister for Physical Infrastructure Development. Both are from the Krishna Prasad Sitaula faction of the NC.
Similarly, Khagen Singh Hangam has been appointed as the Minister for Industry, Agriculture, and Cooperatives, while Sadananda Mandal has taken on the role of Minister for Tourism, Forests, and Environment. Hangam is aligned with NC President Sher Bahadur Deuba's faction, whereas Mandal is known to be close to Gyanendra Karki within the establishment faction.
The NC had initially decided to join the government on July 27 but the process was delayed due to the insistence of two ministers from the rival Shekhar Koirala faction. Then, the Koirala faction had demanded two ministries, but the establishment faction offered one minister and one state minister. However, today the party joined the government without the Shekhar Koirala faction.
Nevertheless, NC leaders have indicated that an additional minister and state minister from the party will join the government in the coming days.
 




                                                                                                                                 
Nepali_Congress

                                                                                                                                                                         
Koshi_Province_Government

                                                                                                                                                                         
three_ministers

                                                                                                                                                                         
one_state_minister

                                                                                                                                                                         
oath_of_office_and_secrecy BIRATNAGAR, Sept 13: The Nepali Congress (NC) has officially joined the Koshi Province Government with three ministers and one state minister from the party taking the oath of office today. The NC team, led by Bhupendra Rai, who has been appointed the Minister for Physical Infrastructure Development, includes Bhumi Rajbanshi, who has taken on the role of State Minister for Physical Infrastructure Development. Both are from the Krishna Prasad Sitaula faction of the NC. Similarly, Khagen Singh Hangam has been appointed as the Minister for Industry, Agriculture, and Cooperatives, while Sadananda Mandal has taken on the role of Minister for Tourism, Forests, and Environment. Hangam is aligned with NC President Sher Bahadur Deuba's faction, whereas Mandal is known to be close to Gyanendra Karki within the establishment faction. The NC had initially decided to join the government on July 27 but the process was delayed due to the insistence of two ministers from the rival Shekhar Koirala faction. Then, the Koirala faction had demanded two ministries, but the establishment faction offered one minister and one state minister. However, today the party joined the government without the Shekhar Koirala faction. Nevertheless, NC leaders have indicated that an additional minister and state minister from the party will join the government in the coming days.  SURKHET, Aug 4: The Nepali Congress (NC) has officially joined the Karnali provincial government. Four ministers from the NC took...
Read
                                                                More... KATHMANDU, March 14: With the formation of a new power coalition at the center, the Nepali Congress (NC) has initiated...
Read
                                                                More... KATHMANDU, Dec 27:  Nepali Congress has called a meeting of the party’s Central Working Committee (CWC) on Friday.  ...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Politicizing SC’s river boundary decision and frightening locals is wrong: RSP,https://myrepublica.nagariknetwork.com/news/politicizing-scs-river-boundary-decision-and-frightening-locals-is-wrong-rsp/,"Published On: 
                                                    September 13, 2024 12:38 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:36 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Parliamentary committee directs govt to draft separate law for sports development,https://myrepublica.nagariknetwork.com/news/parliamentary-committee-directs-govt-to-draft-separate-law-for-sports-development/,"Published On: 
                                                    September 12, 2024 09:25 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:36 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
Ousting Deputy Speaker will not foster a positive culture in politics: JSP lawmaker Adhikari,https://myrepublica.nagariknetwork.com/news/ousting-deputy-speaker-will-not-foster-a-positive-culture-in-politics-jsp-lawmaker-adhikari/,"Published On: 
                                                    September 12, 2024 08:47 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:36 AM Published On: 
                                            September 12, 2024 08:47 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 12: Amid preparations by the ruling coalition to oust Deputy Speaker Indira Rana on the grounds of breaching professional conduct, Janata Samajwadi Party (JSP) Nepal lawmaker Prakash Adhikari has opposed the motion of no confidence against Rana.
Speaking briefly to Republica, Adhikari stated that the idea of ousting Deputy Speaker Rana is not appropriate and will not foster a positive culture in politics. “The party has not made an official decision regarding this issue, but personally, I believe it is not appropriate,” Adhikari said.
He lamented that removing members of the Constitutional Council (CC) to serve vested political interests has become a trend. The ruling alliance is also driven by its political interests to establish a majority in the CC by removing Deputy Speaker Rana from her position, he said.
However, he acknowledged that Rana made a mistake by abusing her power and failing to uphold the integrity of her position. “She should not be forgiven for this,” he added.
Adhikari mentioned that JSP Nepal has yet to make an official decision on this matter, and the party will decide once the ruling alliance finalizes its stance.
The House of Representatives (HoR) is currently experiencing heated debate regarding a letter sent by Deputy Speaker Rana to the U.S. Embassy last year, requesting visa interview dates for individuals unrelated to her official role.
Prime Minister KP Sharma Oli has already proposed the removal of Deputy Speaker Rana during a meeting of the ruling coalition parties on Monday, and the coalition partners have agreed to the PM’s proposal. 
Following this, the ruling Nepali Congress issued a whip on Wednesday, instructing its lawmakers not to leave the Kathmandu Valley until September 19.
However, another major ruling partner, CPN-UML, has stated that the party is not preparing to oust her. Chief Whip of UML, Mahesh Bartaula, said that Parliament will decide if questions are raised regarding the Deputy Speaker's integrity.
 
 




                                                                                                                                 
Ousting_Deputy_Speaker KATHMANDU, Sept 12: Amid preparations by the ruling coalition to oust Deputy Speaker Indira Rana on the grounds of breaching professional conduct, Janata Samajwadi Party (JSP) Nepal lawmaker Prakash Adhikari has opposed the motion of no confidence against Rana. Speaking briefly to Republica, Adhikari stated that the idea of ousting Deputy Speaker Rana is not appropriate and will not foster a positive culture in politics. “The party has not made an official decision regarding this issue, but personally, I believe it is not appropriate,” Adhikari said. He lamented that removing members of the Constitutional Council (CC) to serve vested political interests has become a trend. The ruling alliance is also driven by its political interests to establish a majority in the CC by removing Deputy Speaker Rana from her position, he said. However, he acknowledged that Rana made a mistake by abusing her power and failing to uphold the integrity of her position. “She should not be forgiven for this,” he added. Adhikari mentioned that JSP Nepal has yet to make an official decision on this matter, and the party will decide once the ruling alliance finalizes its stance. The House of Representatives (HoR) is currently experiencing heated debate regarding a letter sent by Deputy Speaker Rana to the U.S. Embassy last year, requesting visa interview dates for individuals unrelated to her official role. Prime Minister KP Sharma Oli has already proposed the removal of Deputy Speaker Rana during a meeting of the ruling coalition parties on Monday, and the coalition partners have agreed to the PM’s proposal. Following this, the ruling Nepali Congress issued a whip on Wednesday, instructing its lawmakers not to leave the Kathmandu Valley until September 19. However, another major ruling partner, CPN-UML, has stated that the party is not preparing to oust her. Chief Whip of UML, Mahesh Bartaula, said that Parliament will decide if questions are raised regarding the Deputy Speaker's integrity.   KATHMANDU, Sept 19: The Communist Party of Nepal (UML) has introduced a rule prohibiting the formation of panels in election...
Read
                                                                More... KATHMANDU, Sept 19: The Parliamentary Hearings Committee (PHC) has approved the names of 16 out of 17 proposed ambassadors for...
Read
                                                                More... KATHMANDU, Sept 19: The Rastriya Swatantra Party (RSP) has decided to hold its first general convention in May next year.
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
PM Oli and ministers reach agreements on work-performance,https://myrepublica.nagariknetwork.com/news/pm-oli-and-ministers-reach-agreements-on-workperformance/,"Published On: 
                                                    September 12, 2024 08:05 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:36 AM 404 Oops, you've encountered an error.  It appears the page you were looking for doesn't exist. Sorry about that. www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
PM Oli to address parliament on Monday,https://myrepublica.nagariknetwork.com/news/pm-oli-to-address-parliament-on-monday/,"Published On: 
                                                    September 12, 2024 04:45 PM NPT
                                                                                                            By: Republica","Friday, 20 September 2024 01:36 AM Published On: 
                                            September 12, 2024 04:45 PM NPT
                                                                                            By: Republica
                                                                                                     |
                                                    

 @RepublicaNepal KATHMANDU, Sept 12: Prime Minister KP Sharma Oli is going to address the parliament on Monday.
After becoming the prime minister for his fifth term, this is the first time he will be addressing the parliament apart from seeking the vote of confidence and participating in question-and-answer sessions.
A program has been scheduled to address the parliament before PM Oli heads off to participate in the United Nations General Assembly on September 20.
 




                                                                                                                                 
PM_Oli KATHMANDU, Sept 12: Prime Minister KP Sharma Oli is going to address the parliament on Monday. After becoming the prime minister for his fifth term, this is the first time he will be addressing the parliament apart from seeking the vote of confidence and participating in question-and-answer sessions. A program has been scheduled to address the parliament before PM Oli heads off to participate in the United Nations General Assembly on September 20.  KATHMANDU, March 13: Leaders of Nepal, Sri Lanka, the Maldives and Bhutan have welcomed Indian Prime Minister Narendra Modi's proposal...
Read
                                                                More... KATHMANDU, Nov 28: The government has launched a social security scheme that multiple stakeholders have hailed as a 'milestone' in the...
Read
                                                                More... KATHMANDU, Sept 20: Prime Minister K.P. Sharma Oli is leaving for New York on coming 22 September leading the Nepali...
Read
                                                                More... www.myrepublica.com
Press Council Reg. No : 612/074-75
Phone: +977 1 4265100
Email: republica@myrepublica.com Copyright © 2023,
www.myrepublica.com | All right resrved. Copyright © 2024, Nepal Republic Media Pvt. ltd. | All right
                            resrved."
